Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed,Value Retention
Fendi,Sunshine Shopper,Handbags,13381.0,8497.09,Excellent,Unknown,Winter,105,2023-10-03,63.5
Hermès,Birkin 25,Handbags,17479.0,9926.34,Very Good,Melbourne,Autumn,156,2023-06-27,56.79
Balenciaga,Hourglass Bag,Handbags,8398.0,4060.18,Poor,Melbourne,Winter,149,2023-11-16,48.35
Prada,Galleria,Handbags,13165.0,10038.41,Excellent,Sydney,Winter,162,2024-07-20,76.25
Cartier,Tank Watch,Jewelry,12098.0,10356.22,Fair,Sydney,Summer,170,2024-09-14,85.6
Fendi,Peekaboo,Handbags,10980.0,9263.61,Good,Unknown,Autumn,27,2024-04-10,84.37
Rolex,Explorer,Watches,5642.0,2384.77,Good,Melbourne,Autumn,166,2023-11-08,42.27
Cartier,Panthère Watch,Jewelry,5150.0,3305.59,Very Good,Unknown,Spring,45,2023-02-09,64.19
Gucci,Marmont Mini,Handbags,10882.0,6866.41,Excellent,Melbourne,Summer,99,2024-10-02,63.1
Dior,Saddle Bag,Handbags,7125.0,5919.69,Fair,Unknown,Spring,6,2023-11-01,83.08
Cartier,Love Bracelet,Jewelry,3780.0,3171.05,Excellent,Perth,Summer,51,2023-08-25,83.89
Fendi,Mon Tresor,Handbags,6671.0,3645.74,Excellent,Sydney,Autumn,121,2024-09-25,54.65
Chanel,Gabrielle Hobo,Handbags,2212.0,1340.84,Unknown,Adelaide,Winter,96,2024-03-09,60.62
Hermès,Evelyne III,Handbags,14971.0,7175.41,Good,Sydney,Winter,15,2023-07-15,47.93
Balenciaga,City Bag,Handbags,17610.0,13496.59,Unknown,Perth,Autumn,165,2024-07-19,76.64
Fendi,Peekaboo,Handbags,10980.0,5643.67,Excellent,Adelaide,Autumn,101,2023-11-29,51.4
Balenciaga,Le Cagole,Handbags,10735.0,9207.13,Very Good,Sydney,Summer,163,2023-01-27,85.77
Cartier,Panthère Watch,Jewelry,5150.0,3252.42,Unknown,Perth,Winter,156,2023-12-06,63.15
Rolex,Explorer,Watches,5642.0,3734.35,Very Good,Melbourne,Spring,25,2023-06-08,66.19
Balenciaga,Hourglass Bag,Handbags,8398.0,6237.41,Very Good,Melbourne,Winter,121,2023-02-03,74.27
Gucci,Marmont Mini,Handbags,10882.0,8330.91,Very Good,Brisbane,Winter,120,2024-07-06,76.56
Rolex,Datejust,Watches,11758.0,4942.31,Very Good,Sydney,Spring,161,2023-08-05,42.03
Chanel,Boy Bag,Handbags,4436.0,2718.08,Excellent,Brisbane,Spring,7,2024-07-15,61.27
Gucci,Marmont Mini,Handbags,10882.0,5635.58,Good,Sydney,Winter,53,2024-04-28,51.79
Fendi,Peekaboo,Handbags,10980.0,9329.31,Fair,Melbourne,Winter,110,2024-12-08,84.97
Cartier,Tank Watch,Jewelry,12098.0,9813.34,Fair,Adelaide,Autumn,159,2024-08-10,81.12
Prada,Re-Edition 2005,Handbags,17035.0,13146.77,Good,Melbourne,Autumn,71,2024-06-15,77.18
Dior,Book Tote,Handbags,11497.0,7046.62,Good,Sydney,Summer,40,2023-06-08,61.29
Balenciaga,Neo Classic,Handbags,13397.0,6973.85,Unknown,Perth,Summer,67,2023-09-16,52.06
Fendi,Peekaboo,Handbags,10980.0,9507.82,Very Good,Melbourne,Winter,11,2023-06-09,86.59
Dior,Saddle Bag,Handbags,7125.0,4178.99,Unknown,Perth,Autumn,112,2024-08-25,58.65
Louis Vuitton,Speedy 30,Handbags,3829.0,2941.98,Poor,Unknown,Spring,32,2024-01-06,76.83
Chanel,Gabrielle Hobo,Handbags,2212.0,1769.7,Unknown,Melbourne,Summer,139,2023-04-22,80.0
Rolex,Submariner,Watches,13875.0,9578.04,Unknown,Melbourne,Autumn,107,2023-08-18,69.03
Louis Vuitton,Alma BB,Handbags,5212.0,4480.2,Very Good,Sydney,Autumn,56,2023-10-02,85.96
Chanel,Gabrielle Hobo,Handbags,2212.0,1554.34,Very Good,Sydney,Summer,122,2023-11-18,70.27
Hermès,Kelly 28,Handbags,17882.0,15147.99,Unknown,Sydney,Winter,176,2024-03-08,84.71
Fendi,Peekaboo,Handbags,10980.0,5973.66,Very Good,Melbourne,Summer,24,2023-09-07,54.4
Chanel,Gabrielle Hobo,Handbags,2212.0,1683.44,Excellent,Sydney,Summer,155,2024-07-09,76.1
Chanel,Boy Bag,Handbags,4436.0,1971.19,Very Good,Adelaide,Spring,137,2023-07-08,44.44
Cartier,Panthère Watch,Jewelry,5150.0,3559.1,Poor,Brisbane,Summer,5,2023-08-10,69.11
Louis Vuitton,Capucines,Handbags,12981.0,5314.67,Excellent,Melbourne,Spring,115,2024-10-20,40.94
Gucci,Marmont Mini,Handbags,10882.0,9035.66,Poor,Sydney,Summer,73,2024-01-19,83.03
Prada,Double Tote,Handbags,17680.0,9722.76,Excellent,Melbourne,Winter,112,2023-05-31,54.99
Chanel,Gabrielle Hobo,Handbags,2212.0,1079.45,Good,Sydney,Autumn,178,2023-08-19,48.8
Hermès,Constance,Handbags,10442.0,5222.03,Very Good,Sydney,Autumn,13,2024-07-21,50.01
Hermès,Kelly 28,Handbags,17882.0,11000.83,Good,Sydney,Winter,102,2024-10-17,61.52
Fendi,Baguette Bag,Handbags,16671.0,19442.63,Very Good,Sydney,Summer,133,2023-03-09,116.63
Louis Vuitton,Capucines,Handbags,12981.0,7992.33,Very Good,Sydney,Spring,2,2023-07-12,61.57
Prada,Re-Edition 2005,Handbags,17035.0,11720.19,Unknown,Melbourne,Winter,170,2024-12-14,68.8
Gucci,Dionysus,Handbags,7561.0,4243.5,Excellent,Unknown,Spring,17,2024-08-18,56.12
Hermès,Evelyne III,Handbags,14971.0,10745.68,Poor,Perth,Spring,59,2024-01-19,71.78
Dior,Book Tote,Handbags,11497.0,6389.46,Poor,Perth,Summer,177,2024-09-17,55.58
Cartier,Tank Watch,Jewelry,12098.0,7251.68,Good,Sydney,Summer,8,2024-08-11,59.94
Chanel,Boy Bag,Handbags,4436.0,3118.16,Poor,Sydney,Autumn,16,2024-06-24,70.29
Cartier,Trinity Ring,Jewelry,7083.0,3193.84,Fair,Melbourne,Winter,74,2024-06-17,45.09
Gucci,Dionysus,Handbags,7561.0,10134.8,Fair,Perth,Summer,1,2023-08-31,134.04
Chanel,Boy Bag,Handbags,4436.0,2528.78,Excellent,Sydney,Summer,138,2024-09-02,57.01
Gucci,Marmont Mini,Handbags,10882.0,4488.77,Unknown,Sydney,Summer,169,2023-05-26,41.25
Hermès,Birkin 25,Handbags,17479.0,13570.99,Poor,Perth,Winter,76,2023-04-03,77.64
Dior,Saddle Bag,Handbags,7125.0,5761.44,Very Good,Melbourne,Summer,63,2024-10-17,80.86
Gucci,Marmont Mini,Handbags,10882.0,9602.69,Poor,Melbourne,Spring,34,2023-12-16,88.24
Rolex,Submariner,Watches,13875.0,8187.1,Poor,Sydney,Spring,64,2023-08-14,59.01
Louis Vuitton,Alma BB,Handbags,5212.0,2323.94,Unknown,Melbourne,Autumn,71,2023-02-14,44.59
Rolex,Explorer,Watches,5642.0,4319.04,Poor,Melbourne,Summer,165,2024-09-04,76.55
Fendi,Baguette Bag,Handbags,16671.0,10199.82,Very Good,Sydney,Spring,80,2023-12-13,61.18
Louis Vuitton,Alma BB,Handbags,5212.0,3102.35,Good,Unknown,Winter,14,2023-12-17,59.52
Rolex,Daytona,Watches,11085.0,6644.02,Very Good,Sydney,Winter,136,2024-01-16,59.94
Hermès,Evelyne III,Handbags,14971.0,7702.23,Unknown,Perth,Spring,88,2024-02-03,51.45
Chanel,Boy Bag,Handbags,4436.0,3429.7,Fair,Perth,Spring,44,2024-07-24,77.32
Prada,Galleria,Handbags,13165.0,10627.33,Excellent,Perth,Spring,150,2024-03-25,80.72
Chanel,Classic Flap Bag,Handbags,5006.0,3785.04,Good,Melbourne,Winter,28,2023-10-07,75.61
Dior,Dior Caro,Handbags,19849.0,9900.2,Excellent,Melbourne,Spring,32,2023-09-24,49.88
Cartier,Tank Watch,Jewelry,12098.0,7261.02,Very Good,Perth,Autumn,20,2024-03-05,60.02
Gucci,Dionysus,Handbags,7561.0,3811.01,Fair,Brisbane,Autumn,144,2024-01-08,50.4
Prada,Double Tote,Handbags,17680.0,7893.64,Fair,Perth,Autumn,37,2024-01-28,44.65
Hermès,Constance,Handbags,10442.0,5516.11,Good,Melbourne,Winter,139,2023-11-19,52.83
Rolex,Daytona,Watches,11085.0,8467.69,Fair,Sydney,Autumn,154,2023-03-22,76.39
Prada,Re-Edition 2005,Handbags,17035.0,12859.12,Excellent,Sydney,Spring,4,2024-06-25,75.49
Prada,Re-Edition 2005,Handbags,17035.0,9690.51,Excellent,Unknown,Winter,70,2023-11-26,56.89
Gucci,Marmont Mini,Handbags,10882.0,6799.8,Very Good,Sydney,Spring,144,2024-02-09,62.49
Rolex,Daytona,Watches,11085.0,9269.24,Excellent,Perth,Summer,49,2023-12-31,83.62
Fendi,Sunshine Shopper,Handbags,13381.0,8985.86,Excellent,Perth,Spring,83,2023-01-01,67.15
Louis Vuitton,Capucines,Handbags,12981.0,19176.39,Unknown,Melbourne,Winter,169,2024-10-31,147.73
Chanel,Boy Bag,Handbags,4436.0,3449.57,Poor,Melbourne,Winter,92,2024-07-19,77.76
Rolex,Daytona,Watches,11085.0,13644.5,Very Good,Unknown,Autumn,82,2024-08-31,123.09
Cartier,Panthère Watch,Jewelry,5150.0,3889.59,Good,Sydney,Spring,20,2023-09-03,75.53
Prada,Cleo Shoulder Bag,Handbags,16598.0,10855.42,Fair,Sydney,Summer,99,2024-03-30,65.4
Rolex,Daytona,Watches,11085.0,8050.17,Excellent,Adelaide,Winter,117,2023-04-24,72.62
Prada,Re-Edition 2005,Handbags,17035.0,14544.92,Good,Brisbane,Spring,87,2023-05-02,85.38
Louis Vuitton,Speedy 30,Handbags,3829.0,3230.98,Good,Sydney,Autumn,171,2024-11-13,84.38
Chanel,Classic Flap Bag,Handbags,5006.0,4074.37,Poor,Melbourne,Summer,88,2023-11-16,81.39
Rolex,Daytona,Watches,11085.0,8916.13,Unknown,Sydney,Spring,92,2024-09-25,80.43
Cartier,Tank Watch,Jewelry,12098.0,15137.28,Good,Unknown,Summer,30,2024-10-18,125.12
Fendi,Peekaboo,Handbags,10980.0,6754.1,Good,Melbourne,Spring,144,2023-07-16,61.51
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4135.39,Unknown,Sydney,Summer,6,2024-02-08,66.82
Rolex,Submariner,Watches,13875.0,9658.47,Good,Unknown,Summer,4,2024-07-07,69.61
Balenciaga,Neo Classic,Handbags,13397.0,8047.07,Very Good,Perth,Summer,76,2024-01-01,60.07
Fendi,Baguette Bag,Handbags,16671.0,9819.79,Poor,Melbourne,Spring,163,2024-03-12,58.9
Cartier,Love Bracelet,Jewelry,3780.0,3345.09,Unknown,Sydney,Spring,112,2024-01-29,88.49
Balenciaga,Hourglass Bag,Handbags,8398.0,4764.62,Fair,Perth,Spring,148,2024-11-16,56.74
Balenciaga,City Bag,Handbags,17610.0,10782.37,Poor,Brisbane,Autumn,11,2023-03-09,61.23
Dior,Book Tote,Handbags,11497.0,6898.93,Excellent,Sydney,Autumn,150,2023-12-22,60.01
Cartier,Love Bracelet,Jewelry,3780.0,2562.38,Very Good,Adelaide,Summer,123,2023-10-14,67.79
Balenciaga,Hourglass Bag,Handbags,8398.0,5122.34,Very Good,Melbourne,Spring,86,2023-07-01,60.99
Chanel,Boy Bag,Handbags,4436.0,2007.91,Unknown,Melbourne,Summer,156,2024-12-05,45.26
Gucci,Dionysus,Handbags,7561.0,5441.37,Excellent,Sydney,Autumn,168,2023-09-13,71.97
Prada,Re-Edition 2005,Handbags,17035.0,15257.07,Good,Adelaide,Summer,173,2023-03-10,89.56
Chanel,Coco Handle,Handbags,7983.0,3454.93,Excellent,Unknown,Autumn,167,2024-12-16,43.28
Chanel,Gabrielle Hobo,Handbags,2212.0,1333.08,Very Good,Brisbane,Summer,6,2023-05-28,60.27
Dior,Book Tote,Handbags,11497.0,5682.84,Excellent,Brisbane,Spring,180,2024-05-07,49.43
Chanel,Boy Bag,Handbags,4436.0,2464.28,Good,Brisbane,Spring,147,2024-12-10,55.55
Fendi,Baguette Bag,Handbags,16671.0,7607.79,Fair,Sydney,Autumn,78,2024-05-01,45.63
Dior,Saddle Bag,Handbags,7125.0,5050.59,Excellent,Melbourne,Winter,75,2024-05-30,70.89
Fendi,Baguette Bag,Handbags,16671.0,13608.61,Excellent,Melbourne,Spring,150,2023-07-05,81.63
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4624.6,Unknown,Adelaide,Autumn,153,2024-10-03,74.72
Gucci,Marmont Mini,Handbags,10882.0,7938.5,Excellent,Melbourne,Autumn,133,2024-09-24,72.95
Chanel,Gabrielle Hobo,Handbags,2212.0,1775.04,Excellent,Melbourne,Spring,159,2023-09-04,80.25
Hermès,Kelly 28,Handbags,17882.0,14027.36,Good,Melbourne,Winter,178,2023-03-28,78.44
Gucci,Marmont Mini,Handbags,10882.0,8020.79,Poor,Brisbane,Autumn,9,2024-07-07,73.71
Gucci,Ophidia Tote,Handbags,17754.0,10672.69,Poor,Perth,Spring,80,2023-05-28,60.11
Hermès,Evelyne III,Handbags,14971.0,6191.92,Fair,Brisbane,Summer,60,2024-10-23,41.36
Balenciaga,City Bag,Handbags,17610.0,13163.83,Excellent,Melbourne,Summer,22,2023-05-23,74.75
Prada,Re-Edition 2005,Handbags,17035.0,10477.47,Excellent,Perth,Summer,78,2023-07-16,61.51
Cartier,Tank Watch,Jewelry,12098.0,4980.13,Fair,Melbourne,Summer,87,2023-04-27,41.16
Fendi,Peekaboo,Handbags,10980.0,9403.2,Very Good,Sydney,Spring,40,2023-04-21,85.64
Rolex,Daytona,Watches,11085.0,6089.95,Unknown,Unknown,Spring,70,2024-11-05,54.94
Rolex,Explorer,Watches,5642.0,4792.96,Excellent,Sydney,Autumn,113,2023-04-25,84.95
Prada,Galleria,Handbags,13165.0,11391.8,Poor,Sydney,Summer,40,2024-07-17,86.53
Dior,Saddle Bag,Handbags,7125.0,6100.53,Very Good,Sydney,Autumn,164,2023-09-17,85.62
Dior,Book Tote,Handbags,11497.0,7523.16,Poor,Brisbane,Summer,129,2024-10-03,65.44
Dior,Dior Caro,Handbags,19849.0,13117.11,Excellent,Melbourne,Summer,102,2023-10-18,66.08
Chanel,Classic Flap Bag,Handbags,5006.0,2639.09,Very Good,Sydney,Summer,82,2023-11-17,52.72
Prada,Cleo Shoulder Bag,Handbags,16598.0,9129.0,Very Good,Unknown,Spring,55,2024-10-04,55.0
Louis Vuitton,Speedy 30,Handbags,3829.0,2951.35,Excellent,Melbourne,Spring,95,2023-07-10,77.08
Rolex,Submariner,Watches,13875.0,11967.7,Good,Melbourne,Summer,111,2023-12-03,86.25
Dior,Book Tote,Handbags,11497.0,8813.49,Fair,Unknown,Winter,66,2023-11-29,76.66
Louis Vuitton,Capucines,Handbags,12981.0,8977.96,Excellent,Sydney,Winter,165,2024-11-03,69.16
Dior,Book Tote,Handbags,11497.0,7367.4,Good,Brisbane,Summer,89,2023-08-30,64.08
Rolex,Explorer,Watches,5642.0,2600.39,Poor,Perth,Winter,12,2023-07-17,46.09
Gucci,Marmont Mini,Handbags,10882.0,5420.97,Unknown,Melbourne,Summer,6,2024-07-05,49.82
Chanel,Classic Flap Bag,Handbags,5006.0,3487.88,Excellent,Melbourne,Summer,49,2023-05-09,69.67
Cartier,Tank Watch,Jewelry,12098.0,9005.08,Excellent,Unknown,Autumn,163,2024-10-05,74.43
Chanel,Classic Flap Bag,Handbags,5006.0,3490.48,Very Good,Brisbane,Summer,131,2024-04-13,69.73
Rolex,Datejust,Watches,11758.0,7098.02,Good,Sydney,Summer,170,2024-04-05,60.37
Hermès,Evelyne III,Handbags,14971.0,6767.99,Excellent,Brisbane,Winter,146,2024-02-23,45.21
Cartier,Panthère Watch,Jewelry,5150.0,3436.6,Excellent,Perth,Summer,41,2023-07-11,66.73
Hermès,Birkin 25,Handbags,17479.0,8737.99,Poor,Adelaide,Winter,46,2024-04-25,49.99
Dior,Saddle Bag,Handbags,7125.0,4729.05,Poor,Unknown,Winter,15,2024-03-07,66.37
Prada,Cleo Shoulder Bag,Handbags,16598.0,13354.98,Very Good,Unknown,Winter,52,2023-02-16,80.46
Cartier,Tank Watch,Jewelry,12098.0,10690.29,Very Good,Perth,Winter,125,2024-06-04,88.36
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3269.92,Very Good,Sydney,Winter,154,2024-02-13,52.83
Cartier,Panthère Watch,Jewelry,5150.0,2277.41,Very Good,Brisbane,Autumn,20,2024-08-16,44.22
Dior,Dior Caro,Handbags,19849.0,16711.18,Excellent,Sydney,Spring,3,2024-11-23,84.19
Chanel,Gabrielle Hobo,Handbags,2212.0,1985.42,Good,Sydney,Spring,43,2023-07-03,89.76
Hermès,Evelyne III,Handbags,14971.0,12973.93,Very Good,Unknown,Autumn,174,2024-03-23,86.66
Chanel,Boy Bag,Handbags,4436.0,1810.32,Very Good,Sydney,Spring,70,2024-02-15,40.81
Chanel,Coco Handle,Handbags,7983.0,7146.54,Good,Adelaide,Spring,11,2024-12-29,89.52
Hermès,Kelly 28,Handbags,17882.0,22024.74,Unknown,Sydney,Spring,97,2023-05-30,123.17
Cartier,Panthère Watch,Jewelry,5150.0,7488.94,Excellent,Unknown,Spring,111,2024-03-30,145.42
Hermès,Kelly 28,Handbags,17882.0,16000.43,Poor,Melbourne,Autumn,171,2024-05-01,89.48
Chanel,Gabrielle Hobo,Handbags,2212.0,1883.0,Excellent,Brisbane,Summer,9,2024-06-05,85.13
Cartier,Trinity Ring,Jewelry,7083.0,5405.1,Unknown,Sydney,Summer,31,2023-02-20,76.31
Dior,Book Tote,Handbags,11497.0,6391.19,Fair,Adelaide,Summer,179,2024-10-28,55.59
Chanel,Gabrielle Hobo,Handbags,2212.0,1585.61,Very Good,Unknown,Summer,68,2024-09-18,71.68
Balenciaga,Neo Classic,Handbags,13397.0,11455.7,Unknown,Sydney,Summer,16,2023-09-26,85.51
Chanel,Classic Flap Bag,Handbags,5006.0,2972.42,Unknown,Perth,Spring,162,2023-05-23,59.38
Gucci,Marmont Mini,Handbags,10882.0,4998.79,Poor,Melbourne,Autumn,169,2024-02-23,45.94
Fendi,Sunshine Shopper,Handbags,13381.0,7033.05,Excellent,Brisbane,Winter,169,2024-02-02,52.56
Chanel,Classic Flap Bag,Handbags,5006.0,3022.21,Very Good,Sydney,Autumn,62,2024-08-24,60.37
Hermès,Kelly 28,Handbags,17882.0,11962.02,Poor,Sydney,Autumn,153,2023-04-02,66.89
Dior,Saddle Bag,Handbags,7125.0,4712.89,Very Good,Melbourne,Spring,100,2023-12-26,66.15
Prada,Galleria,Handbags,13165.0,6364.91,Fair,Brisbane,Winter,24,2024-01-09,48.35
Dior,Lady Dior,Handbags,14502.0,9313.84,Very Good,Adelaide,Spring,128,2024-04-28,64.22
Louis Vuitton,Neverfull Tote,Handbags,6189.0,2548.55,Very Good,Unknown,Summer,134,2023-02-16,41.18
Rolex,Explorer,Watches,5642.0,3573.53,Poor,Sydney,Winter,23,2024-01-13,63.34
Balenciaga,Hourglass Bag,Handbags,8398.0,6272.5,Good,Melbourne,Autumn,128,2023-08-27,74.69
Fendi,Baguette Bag,Handbags,16671.0,10500.97,Fair,Sydney,Spring,39,2024-03-21,62.99
Dior,Dior Caro,Handbags,19849.0,10609.33,Poor,Brisbane,Winter,110,2024-12-02,53.45
Cartier,Tank Watch,Jewelry,12098.0,7007.47,Very Good,Melbourne,Spring,112,2024-07-10,57.92
Fendi,Baguette Bag,Handbags,16671.0,13968.32,Unknown,Unknown,Autumn,49,2024-08-09,83.79
Hermès,Constance,Handbags,10442.0,5182.74,Excellent,Unknown,Winter,29,2023-05-13,49.63
Rolex,Explorer,Watches,5642.0,4681.07,Good,Melbourne,Winter,165,2024-07-08,82.97
Hermès,Constance,Handbags,10442.0,8887.73,Fair,Brisbane,Autumn,167,2023-08-18,85.12
Prada,Re-Edition 2005,Handbags,17035.0,9605.79,Excellent,Melbourne,Summer,164,2024-01-13,56.39
Fendi,Peekaboo,Handbags,10980.0,8709.54,Very Good,Perth,Winter,65,2024-01-18,79.32
Prada,Re-Edition 2005,Handbags,17035.0,19757.05,Unknown,Adelaide,Autumn,25,2024-05-04,115.98
Fendi,Peekaboo,Handbags,10980.0,4642.02,Very Good,Perth,Summer,43,2024-08-10,42.28
Hermès,Evelyne III,Handbags,14971.0,22469.71,Very Good,Brisbane,Autumn,97,2024-03-21,150.09
Dior,Dior Caro,Handbags,19849.0,15989.21,Excellent,Adelaide,Winter,124,2023-03-03,80.55
Cartier,Trinity Ring,Jewelry,7083.0,4793.19,Excellent,Sydney,Winter,146,2023-10-25,67.67
Chanel,Gabrielle Hobo,Handbags,2212.0,3091.57,Very Good,Perth,Winter,119,2023-09-14,139.76
Fendi,Baguette Bag,Handbags,16671.0,10855.93,Very Good,Unknown,Spring,119,2024-12-31,65.12
Cartier,Tank Watch,Jewelry,12098.0,10136.14,Excellent,Adelaide,Spring,2,2023-02-08,83.78
Balenciaga,Hourglass Bag,Handbags,8398.0,4258.65,Unknown,Perth,Winter,153,2024-02-14,50.71
Gucci,Marmont Mini,Handbags,10882.0,8314.61,Very Good,Unknown,Summer,126,2023-06-23,76.41
Rolex,Submariner,Watches,13875.0,10054.71,Good,Unknown,Summer,143,2024-02-26,72.47
Cartier,Trinity Ring,Jewelry,7083.0,5202.32,Fair,Perth,Spring,24,2024-03-17,73.45
Gucci,Dionysus,Handbags,7561.0,3049.51,Excellent,Sydney,Winter,8,2023-01-26,40.33
Fendi,Sunshine Shopper,Handbags,13381.0,10412.13,Fair,Melbourne,Spring,61,2024-09-14,77.81
Dior,Saddle Bag,Handbags,7125.0,2866.14,Excellent,Sydney,Summer,41,2023-09-14,40.23
Chanel,Classic Flap Bag,Handbags,5006.0,2292.2,Very Good,Perth,Summer,90,2024-12-11,45.79
Chanel,Boy Bag,Handbags,4436.0,2177.82,Poor,Melbourne,Spring,83,2024-01-08,49.09
Hermès,Birkin 25,Handbags,17479.0,15183.8,Excellent,Unknown,Spring,102,2023-04-15,86.87
Fendi,Peekaboo,Handbags,10980.0,6780.63,Unknown,Melbourne,Spring,72,2024-03-30,61.75
Hermès,Evelyne III,Handbags,14971.0,13220.25,Fair,Melbourne,Spring,112,2023-05-21,88.31
Dior,Book Tote,Handbags,11497.0,9963.75,Unknown,Brisbane,Winter,56,2023-12-21,86.66
Balenciaga,Le Cagole,Handbags,10735.0,8933.45,Excellent,Brisbane,Autumn,122,2024-12-20,83.22
Louis Vuitton,Capucines,Handbags,12981.0,18536.59,Good,Adelaide,Winter,49,2024-05-11,142.8
Chanel,Gabrielle Hobo,Handbags,2212.0,981.01,Excellent,Sydney,Spring,98,2024-09-15,44.35
Chanel,Coco Handle,Handbags,7983.0,7089.98,Excellent,Sydney,Summer,15,2023-01-03,88.81
Gucci,Ophidia Tote,Handbags,17754.0,8617.52,Unknown,Sydney,Winter,163,2024-09-12,48.54
Chanel,Gabrielle Hobo,Handbags,2212.0,1613.2,Excellent,Perth,Spring,77,2023-04-24,72.93
Balenciaga,Le Cagole,Handbags,10735.0,6879.39,Poor,Perth,Autumn,144,2024-03-20,64.08
Balenciaga,City Bag,Handbags,17610.0,12075.25,Poor,Sydney,Autumn,9,2023-11-07,68.57
Louis Vuitton,Alma BB,Handbags,5212.0,4626.08,Fair,Melbourne,Winter,42,2024-03-04,88.76
Fendi,Baguette Bag,Handbags,16671.0,12717.26,Good,Melbourne,Winter,107,2023-10-31,76.28
Louis Vuitton,Alma BB,Handbags,5212.0,3606.46,Excellent,Unknown,Spring,124,2023-02-24,69.2
Dior,Saddle Bag,Handbags,7125.0,5447.63,Excellent,Adelaide,Autumn,81,2023-07-23,76.46
Balenciaga,Neo Classic,Handbags,13397.0,9987.03,Unknown,Sydney,Autumn,78,2023-05-12,74.55
Fendi,Mon Tresor,Handbags,6671.0,5208.87,Excellent,Brisbane,Autumn,67,2024-04-14,78.08
Gucci,Dionysus,Handbags,7561.0,5786.45,Good,Melbourne,Spring,179,2023-07-15,76.53
Rolex,Submariner,Watches,13875.0,6856.27,Unknown,Sydney,Autumn,21,2023-11-18,49.41
Chanel,Coco Handle,Handbags,7983.0,5459.17,Fair,Melbourne,Spring,162,2024-09-03,68.38
Dior,Saddle Bag,Handbags,7125.0,4227.52,Very Good,Brisbane,Autumn,94,2024-04-11,59.33
Prada,Double Tote,Handbags,17680.0,14030.44,Fair,Melbourne,Winter,154,2024-10-05,79.36
Rolex,Daytona,Watches,11085.0,9313.46,Very Good,Melbourne,Spring,119,2024-07-07,84.02
Gucci,Jackie 1961,Handbags,6447.0,7277.55,Very Good,Brisbane,Autumn,31,2024-09-22,112.88
Rolex,Daytona,Watches,11085.0,5487.35,Poor,Adelaide,Winter,106,2024-08-25,49.5
Fendi,Mon Tresor,Handbags,6671.0,4824.04,Very Good,Sydney,Autumn,103,2024-04-25,72.31
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3834.89,Very Good,Adelaide,Spring,55,2024-07-02,61.96
Hermès,Kelly 28,Handbags,17882.0,7878.85,Poor,Sydney,Autumn,160,2023-08-12,44.06
Chanel,Coco Handle,Handbags,7983.0,5411.9,Very Good,Melbourne,Summer,31,2024-04-18,67.79
Prada,Cleo Shoulder Bag,Handbags,16598.0,13321.13,Excellent,Perth,Spring,127,2023-01-20,80.26
Cartier,Panthère Watch,Jewelry,5150.0,4252.59,Unknown,Brisbane,Winter,92,2024-06-17,82.57
Dior,Saddle Bag,Handbags,7125.0,3333.63,Fair,Sydney,Winter,85,2023-09-18,46.79
Rolex,Daytona,Watches,11085.0,8529.08,Excellent,Brisbane,Summer,20,2024-08-23,76.94
Dior,Dior Caro,Handbags,19849.0,9659.67,Very Good,Sydney,Summer,162,2024-08-20,48.67
Fendi,Peekaboo,Handbags,10980.0,7203.29,Good,Brisbane,Spring,50,2024-01-12,65.6
Dior,Book Tote,Handbags,11497.0,10343.09,Very Good,Melbourne,Spring,51,2023-12-04,89.96
Dior,Saddle Bag,Handbags,7125.0,3345.81,Unknown,Brisbane,Spring,141,2024-12-09,46.96
Chanel,Boy Bag,Handbags,4436.0,3197.21,Very Good,Brisbane,Summer,126,2024-09-15,72.07
Fendi,Baguette Bag,Handbags,16671.0,14249.87,Very Good,Melbourne,Winter,81,2024-07-16,85.48
Gucci,Dionysus,Handbags,7561.0,3361.64,Poor,Melbourne,Autumn,109,2023-11-10,44.46
Cartier,Love Bracelet,Jewelry,3780.0,3232.49,Unknown,Perth,Spring,159,2023-08-30,85.52
Prada,Double Tote,Handbags,17680.0,11942.91,Very Good,Sydney,Spring,160,2024-10-02,67.55
Dior,Dior Caro,Handbags,19849.0,16643.23,Very Good,Sydney,Autumn,53,2024-12-13,83.85
Fendi,Baguette Bag,Handbags,16671.0,7966.27,Poor,Brisbane,Spring,70,2023-10-26,47.79
Rolex,Explorer,Watches,5642.0,3792.82,Fair,Adelaide,Summer,155,2024-03-20,67.22
Chanel,Boy Bag,Handbags,4436.0,3732.48,Poor,Melbourne,Summer,93,2024-12-18,84.14
Dior,Lady Dior,Handbags,14502.0,6225.57,Unknown,Brisbane,Autumn,78,2023-09-14,42.93
Cartier,Panthère Watch,Jewelry,5150.0,3201.49,Unknown,Perth,Winter,174,2023-08-13,62.16
Rolex,Datejust,Watches,11758.0,6581.13,Poor,Sydney,Winter,50,2023-03-18,55.97
Balenciaga,City Bag,Handbags,17610.0,11479.74,Unknown,Melbourne,Autumn,3,2024-10-03,65.19
Balenciaga,City Bag,Handbags,17610.0,8287.86,Good,Perth,Spring,71,2023-08-21,47.06
